player,season,nation,pos,age,Matches Played,Avg Mins per Match,Rating,Goals,Assists,Expected Goals,Progressive Passes,Tackles Won,Interceptions,Saves
Noah Atubolu,2023,Germany,GK,21,34,3060.0,6.99,0,0,0.0,1,0,0,99
Noah Fadiga,2022,Senegal,DF,22,21,1308.0,6.670000000000001,1,0,0.7,63,21,26,0
Noah Fatar,2020,France,FW,18,2,21.0,6.637664151011675,0,0,0.0,0,0,0,0
Noah Holm,2022,Norway,FW,21,8,194.0,6.631765755337364,0,0,0.3,2,4,0,0
Noah Katterbach,2019,Germany,DF,18,18,1316.0,6.56,0,0,0.1,60,23,29,0
Noah Katterbach,2020,Germany,DF,19,21,1111.0,6.7,0,0,0.3,60,11,23,0
Noah Katterbach,2021,Germany,DF,20,1,16.0,6.63654109362504,0,0,0.0,0,1,0,0
Noah Loosli,2023,Switzerland,DF,26,10,346.0,6.651763695763652,0,0,0.0,6,7,7,0
Noah Okafor,2023,Switzerland,FW,23,28,887.0,6.76,6,2,3.8,15,4,0,0
Noah Weißhaupt,2021,Germany,MF,19,10,97.0,6.646727373884318,0,0,0.0,6,1,1,0
Noah Weißhaupt,2022,Germany,MF,20,18,427.0,6.69,0,1,0.2,14,6,6,0
Noah Weißhaupt,2023,Germany,DF,21,24,759.0,6.7,1,2,0.4,26,4,8,0
Nolan Roux,2017,France,FW,29,35,2834.0,6.99,15,1,9.0,81,17,25,0
Nolan Roux,2018,France,FW,30,26,1536.0,6.72,2,0,4.6,30,9,4,0
Nolan Roux,2019,France,FW,31,7,584.0,6.695997056509101,2,0,1.4,6,2,4,0
Nolan Roux,2020,France,FW,32,19,651.0,6.599999999999999,0,0,0.4,10,3,5,0
Nolito,2017,Spain,FW,30,30,1600.0,6.93,4,5,4.8,94,36,10,0
Nolito,2018,Spain,FW,31,4,76.0,6.631246906938174,0,0,0.5,2,2,0,0
Nolito,2019,Spain,FW,32,22,611.0,6.959999999999999,5,1,3.8000000000000003,63,17,2,0
Nolito,2020,Spain,MF,33,36,2597.0,6.89,7,5,5.9,126,36,22,0
Nolito,2021,Spain,MF,34,32,1384.0,6.65,2,0,2.9,73,15,9,0
Noni Madueke,2022,England,FW,20,12,643.0,6.705360225024676,1,0,0.9,36,8,4,0
Noni Madueke,2023,England,FW,21,23,1053.0,7.08,5,2,2.5,52,10,4,0
Norbert Gyömbér,2021,Slovakia,DF,29,31,2563.0,6.739999999999999,0,0,0.6,66,32,44,0
Norbert Gyömbér,2022,Slovakia,DF,30,27,1740.0,6.92,0,1,0.7,45,23,35,0
Norbert Gyömbér,2023,Slovakia,DF,31,22,1760.0,6.65,0,0,0.2,42,18,23,0
Nordi Mukiele,2017,France,DF,19,33,2791.0,7.23,0,1,1.2,200,55,73,0
Nordi Mukiele,2018,France,DF,20,19,1225.0,7.02,1,1,0.4,75,21,24,0
Nordi Mukiele,2019,France,DF,21,25,1783.0,7.1,3,1,2.8,99,39,47,0
Nordi Mukiele,2020,France,DF,22,28,1677.0,6.92,3,1,2.6,73,30,23,0
Nordi Mukiele,2021,France,DF,23,28,1842.0,6.81,1,3,1.9,76,22,31,0
Nordi Mukiele,2022,France,DF,24,19,1137.0,6.93,0,3,1.0,26,23,14,0
Nordi Mukiele,2023,France,DF,25,16,796.0,6.89,0,0,1.3,32,8,14,0
Nordin Amrabat,2017,Morocco,FW,30,33,910.5,6.51,2,4,3.8000000000000003,57,13,5,0
Norman Theuerkauf,2023,Germany,MF,36,25,1259.0,6.76,0,1,0.4,46,16,14,0
Noussair Mazraoui,2022,Morocco,DF,24,19,1075.0,6.92,1,4,1.1,99,21,10,0
Noussair Mazraoui,2023,Morocco,DF,25,19,1197.0,7.050000000000001,0,3,0.9,103,21,20,0
Noë Dussenne,2017,Belgium,FW,25,1,84.0,6.639614753107428,0,0,0.1,1,0,1,0
Nuno Mendes,2021,Portugal,DF,19,27,1658.0,6.73,0,1,0.3,53,29,21,0
Nuno Mendes,2022,Portugal,DF,20,23,1548.0,7.02,1,6,1.0,77,30,17,0
Nuno Mendes,2023,Portugal,DF,21,6,267.0,6.720006249456247,1,1,0.3,21,5,4,0
Nuno Tavares,2021,Portugal,DF,21,22,1176.0,6.63,1,1,1.9,42,14,9,0
Nuno Tavares,2022,Portugal,DF,22,31,2349.0,6.67,6,0,4.5,115,30,15,0
Nuno Tavares,2023,Portugal,DF,23,8,457.0,6.661895574070309,0,0,0.2,24,7,1,0
Nuri Şahin,2017,Turkey,MF,28,18,1225.0,7.08,2,2,2.1,147,34,20,0
Nuri Şahin,2018,Turkey,MF,29,20,1476.0,6.88,1,1,0.6,101,33,37,0
Nuri Şahin,2019,Turkey,MF,30,16,1249.0,7.01,0,3,0.5,75,16,37,0
Nélson Semedo,2017,Portugal,DF,23,24,1493.0,6.75,0,0,0.3,62,25,22,0
Nélson Semedo,2018,Portugal,DF,24,26,1600.0,6.83,1,0,0.3,44,27,22,0
Nélson Semedo,2019,Portugal,DF,25,32,2097.0,6.85,1,2,0.6,99,30,22,0
Nélson Semedo,2020,Portugal,DF,26,34,2983.0,6.85,1,1,1.3,138,48,41,0
Nélson Semedo,2021,Portugal,MF,27,25,2131.0,6.77,0,1,1.6,78,39,21,0
Nélson Semedo,2022,Portugal,DF,28,36,2632.0,6.590000000000001,0,1,0.4,110,42,29,0
Nélson Semedo,2023,Portugal,DF,29,36,3084.0,6.7,0,1,1.3,138,48,36,0
Néstor Araujo,2018,Mexico,DF,26,32,2682.0,6.960000000000001,3,0,1.3,61,22,35,0
Néstor Araujo,2019,Mexico,DF,27,34,2888.0,6.87,1,2,1.0,83,27,52,0
Néstor Araujo,2020,Mexico,DF,28,33,2426.0,6.71,0,0,0.4,82,16,43,0
Néstor Araujo,2021,Mexico,DF,29,34,2617.0,6.719999999999999,0,0,0.3,83,14,27,0
Odilon Kossounou,2021,Ivory Coast,DF,20,27,1793.0,6.76,0,1,0.1,53,17,26,0
Odilon Kossounou,2022,Ivory Coast,DF,21,24,1523.0,6.67,0,1,0.2,77,14,24,0
Odilon Kossounou,2023,Ivory Coast,DF,22,22,1811.0,7.080000000000001,1,0,0.6,141,20,27,0
Odisseas Vlachodimos,2023,Greece,GK,29,5,450.0,6.667383718018242,0,0,0.0,1,0,0,10
Odsonne Édouard,2021,France,FW,23,28,1564.0,6.8100000000000005,6,3,6.4,42,10,0,0
Odsonne Édouard,2022,France,FW,24,35,1803.0,6.64,5,2,4.2,32,13,3,0
Odsonne Édouard,2023,France,FW,25,30,1555.0,6.85,7,0,6.2,36,12,6,0
Oier Zarraga,2020,Spain,MF,21,5,100.0,6.642011808616105,0,0,0.1,5,1,0,0
Oier Zarraga,2021,Spain,MF,22,31,1166.0,6.56,1,0,1.3,74,5,19,0
Oier Zarraga,2022,Spain,MF,23,26,852.0,6.63,0,0,1.3,37,9,10,0
Oier Zarraga,2023,Spain,MF,24,15,404.0,6.61,2,0,0.6,8,3,5,0
Oihan Sancet,2019,Spain,MF,19,17,741.0,6.57,1,1,1.0,19,7,2,0
Oihan Sancet,2020,Spain,FW,20,24,1035.0,6.69,2,2,2.8,41,2,5,0
Oihan Sancet,2021,Spain,FW,21,27,1422.0,6.9,6,4,3.4,76,7,5,0
Oihan Sancet,2022,Spain,MF,22,36,2532.0,6.81,10,2,7.6,159,16,4,0
Oihan Sancet,2023,Spain,MF,23,30,1975.0,6.92,4,5,6.3,121,11,10,0
Okay Yokuşlu,2018,Turkey,MF,24,30,2198.0,6.94,2,0,1.7,113,39,37,0
Okay Yokuşlu,2019,Turkey,MF,25,26,1973.0,6.77,0,2,0.6,74,27,28,0
Okay Yokuşlu,2020,Turkey,MF,26,28,889.5,6.989999999999999,0,1,1.3,68,33,45,0
Okay Yokuşlu,2021,Turkey,DF,27,19,302.5,6.84,0,0,0.4,13,9,7,0
Ola Aina,2018,Nigeria,DF,21,30,2160.0,6.86,1,3,1.4,97,36,39,0
Ola Aina,2019,Nigeria,DF,22,32,2079.0,6.83,0,2,0.4,80,24,41,0
Ola Aina,2020,Nigeria,DF,23,31,2664.0,6.75,2,1,1.2,106,20,45,0
Ola Aina,2021,Nigeria,DF,24,21,1437.0,6.82,0,0,0.2,68,19,28,0
Ola Aina,2022,Nigeria,DF,25,19,876.0,6.780000000000001,1,1,0.8,43,13,11,0
Ola Aina,2023,Nigeria,DF,26,22,1692.0,6.75,1,1,0.3,69,31,18,0
Ola Solbakken,2022,Norway,MF,23,14,502.0,6.7,1,2,0.6,14,2,2,0
Ola Solbakken,2023,Norway,FW,24,1,23.0,6.637664151011675,0,0,0.0,0,0,0,0
Ola Toivonen,2017,Sweden,FW,31,23,800.0,6.66,0,0,2.1,41,4,2,0
Olarenwaju Kayode,2017,Nigeria,FW,24,12,383.0,6.625173885986913,0,0,1.0,2,3,1,0
Ole Käuper,2017,Germany,MF,20,1,73.0,6.638715031442467,0,0,0.0,2,5,2,0
Ole Pohlmann,2023,Germany,MF,22,2,54.0,6.636281669425445,0,0,0.1,0,0,0,0
Oleksandr Zinchenko,2017,Ukraine,DF,20,8,532.0,6.708213858419589,0,0,0.1,57,16,6,0
Oleksandr Zinchenko,2018,Ukraine,DF,21,14,1151.0,7.120000000000001,0,3,0.2,95,20,20,0
Oleksandr Zinchenko,2019,Ukraine,DF,22,19,1276.0,6.870000000000001,0,0,0.5,114,19,17,0
Oleksandr Zinchenko,2020,Ukraine,DF,23,20,1478.0,7.0,0,0,0.7,118,15,23,0
Oleksandr Zinchenko,2021,Ukraine,DF,24,15,1047.0,7.07,0,4,0.5,113,14,14,0
Oleksandr Zinchenko,2022,Ukraine,DF,25,27,2118.0,6.93,1,2,1.4,227,18,22,0
Oleksandr Zinchenko,2023,Ukraine,DF,26,27,1722.0,7.18,1,2,0.6,229,30,20,0
Oliver Abildgaard,2022,Denmark,MF,26,13,592.0,6.64,0,0,0.1,15,6,5,0
Oliver Arblaster,2023,England,MF,19,12,943.0,6.712277948027903,0,0,0.0,43,14,16,0
Oliver Baumann,2017,Germany,GK,27,34,3060.0,6.779999999999999,0,0,0.0,2,0,1,0
Oliver Baumann,2018,Germany,GK,28,33,2970.0,6.85,0,1,0.0,0,0,2,116
Oliver Baumann,2019,Germany,GK,29,30,2700.0,6.99,0,0,0.0,1,0,3,97
Oliver Baumann,2020,Germany,GK,30,31,2790.0,6.85,0,0,0.0,2,0,2,81
Oliver Baumann,2021,Germany,GK,31,33,2970.0,6.85,0,0,0.0,0,0,0,98
Oliver Baumann,2022,Germany,GK,32,34,3060.0,6.83,0,0,0.0,1,0,0,105
Oliver Baumann,2023,Germany,GK,33,34,3060.0,7.38,0,1,0.0,1,1,0,143
Oliver Burke,2017,Scotland,FW,20,15,367.0,6.48,0,2,0.5,6,4,7,0
Oliver Burke,2019,Scotland,MF,22,31,1429.0,6.57,1,2,2.9,16,14,8,0
Oliver Burke,2020,Scotland,FW,23,25,1269.0,6.58,1,1,2.1,19,8,2,0
Oliver Burke,2022,Scotland,FW,25,15,268.0,6.67,2,0,1.0,7,0,0,0
Oliver Burke,2023,Scotland,FW,26,1,32.0,6.637664151011675,0,0,0.0,0,0,0,0
Oliver Christensen,2022,Denmark,GK,23,33,2970.0,6.63,0,0,0.0,2,0,0,94
Oliver Christensen,2023,Denmark,GK,24,4,360.0,6.666013078702783,0,0,0.0,0,0,0,10
Oliver Fink,2018,Germany,MF,36,18,1055.0,6.59,3,0,0.7,51,22,13,0
Oliver Fink,2019,Germany,MF,37,14,675.0,6.75,0,1,0.5,30,12,15,0
Oliver Kragl,2017,Germany,MF,27,5,99.0,6.647071597006558,0,0,0.0,4,0,2,0
Oliver McBurnie,2017,Scotland,FW,21,11,276.0,6.664642358832152,0,1,0.4,9,3,0,0
Oliver McBurnie,2019,Scotland,FW,23,36,2113.0,6.86,6,0,7.7,58,22,15,0
Oliver McBurnie,2020,Scotland,FW,24,23,1324.0,6.799999999999999,1,0,3.9,44,7,6,0
Oliver McBurnie,2023,Scotland,FW,27,21,1280.0,6.959999999999999,6,3,6.9,30,7,5,0
Oliver Norwood,2019,Northern Ireland,MF,28,38,3090.0,7.02,1,1,1.5,258,37,47,0
Oliver Norwood,2020,Northern Ireland,MF,29,32,2220.0,6.85,0,0,0.5,125,22,36,0
Oliver Norwood,2023,Northern Ireland,MF,32,27,1440.0,6.71,1,0,1.1,73,26,21,0
Oliver Sorg,2017,Germany,DF,27,22,1687.0,6.6,0,1,0.3,59,28,42,0
Oliver Sorg,2018,Germany,DF,28,19,1580.0,6.7,0,0,0.1,65,28,46,0
Oliver Zandén,2022,Sweden,DF,20,5,146.0,6.646727373884318,0,0,0.0,6,1,1,0
Olivier Boscagli,2018,France,DF,20,14,863.0,6.86,0,1,0.3,55,12,17,0
Olivier Deman,2023,Belgium,DF,23,29,1365.0,6.79,2,1,1.1,40,15,14,0
Olivier Giroud,2017,France,FW,30,29,500.5,6.870000000000001,7,2,6.9,26,7,2,0
Olivier Giroud,2018,France,FW,31,27,847.0,6.78,2,4,4.6,9,2,3,0
Olivier Giroud,2019,France,FW,32,18,993.0,6.95,8,0,7.3,7,3,2,0
Olivier Giroud,2020,France,FW,33,17,748.0,6.7700000000000005,4,0,4.2,5,2,5,0
Olivier Giroud,2021,France,FW,34,29,1892.0,7.08,11,3,9.8,23,11,3,0
Olivier Giroud,2022,France,FW,35,33,2139.0,6.96,13,5,12.7,36,5,3,0
Olivier Giroud,2023,France,FW,36,35,2363.0,7.160000000000001,15,8,14.2,28,11,6,0
Olivier Ntcham,2020,Cameroon,MF,24,4,120.0,6.642947836789411,0,0,0.1,2,0,2,0
Ollie Watkins,2020,England,FW,24,37,3328.0,7.049999999999999,14,5,14.5,55,17,7,0
Ollie Watkins,2021,England,FW,25,35,2952.0,6.8999999999999995,11,2,11.6,60,13,12,0
Ollie Watkins,2022,England,FW,26,37,3127.0,6.88,15,6,16.5,39,13,10,0
Ollie Watkins,2023,England,FW,27,37,3217.0,7.32,19,13,16.8,55,7,4,0
Omar Alderete,2020,Paraguay,DF,23,17,1299.0,6.83,0,0,0.3,55,10,21,0
Omar Alderete,2021,Paraguay,DF,24,29,2403.0,6.81,2,0,0.8,89,34,35,0
Omar Alderete,2022,Paraguay,DF,25,25,2047.0,6.79,1,1,0.6,96,20,26,0
Omar Alderete,2023,Paraguay,DF,26,31,2195.0,6.73,0,1,1.2,98,21,13,0
Omar Colley,2018,Gambia,DF,25,21,1762.0,6.9,0,0,0.6,41,11,22,0
Omar Colley,2019,Gambia,DF,26,31,2772.0,6.829999999999999,0,1,3.0,120,26,59,0
Omar Colley,2020,Gambia,DF,27,29,2591.0,7.05,2,0,1.1,87,16,68,0
Omar Colley,2021,Gambia,DF,28,32,2745.0,6.84,0,0,1.2,83,36,80,0
Omar Colley,2022,Gambia,DF,29,16,1384.0,6.7700000000000005,1,0,1.2,33,10,22,0
Omar El Hilali,2022,Morocco,DF,18,5,92.0,6.6373804806049295,0,0,0.0,0,2,1,0
Omar Khailoti,2020,Italy,DF,18,1,28.0,6.639626595378199,0,0,0.0,0,0,1,0
Omar Marmoush,2021,Egypt,FW,22,21,1571.0,6.8,3,5,5.1,33,17,7,0
Omar Marmoush,2022,Egypt,FW,23,33,1476.0,6.63,5,1,6.1,51,10,7,0
Omar Marmoush,2023,Egypt,FW,24,29,2301.0,7.25,12,6,11.6,60,11,11,0
Omar Mascarell,2017,Equatorial Guinea,MF,24,9,771.0,6.7530973998791595,1,0,0.4,48,16,21,0
Omar Mascarell,2018,Equatorial Guinea,MF,25,14,993.0,6.77,0,2,0.2,43,10,23,0
Omar Mascarell,2019,Equatorial Guinea,MF,26,23,2026.0,6.98,0,1,0.5,80,23,62,0
Omar Mascarell,2020,Equatorial Guinea,MF,27,24,1762.0,6.73,1,1,0.4,69,24,37,0
Omar Mascarell,2021,Equatorial Guinea,MF,28,32,2493.0,6.76,0,0,0.5,92,26,48,0
Omar Mascarell,2022,Equatorial Guinea,MF,29,28,2447.0,6.91,0,1,0.4,116,26,45,0
Omar Mascarell,2023,Equatorial Guinea,MF,30,29,1571.0,6.66,0,0,0.4,67,16,31,0
Omar Ramos,2017,Spain,FW,29,23,1448.0,6.6,0,1,0.4,47,14,14,0
Omar Richards,2021,England,DF,23,12,438.0,6.6566732207041,0,0,0.3,21,12,4,0
Omar Traoré,2023,Germany,DF,25,31,2472.0,6.8289465587331275,0,2,0.3,78,33,40,0
Omari Hutchinson,2022,England,FW,18,1,23.0,6.639626595378199,0,0,0.0,0,0,1,0
Omenuke Mfulu,2020,Democratic Republic of the Congo,MF,26,20,789.0,6.59,0,0,0.1,18,12,11,0
Omenuke Mfulu,2023,Democratic Republic of the Congo,MF,29,5,82.0,6.639590506900277,0,0,0.0,1,3,2,0
Ondrej Duda,2017,Slovakia,MF,22,17,744.0,6.54,1,0,1.1,30,12,4,0
Ondrej Duda,2018,Slovakia,MF,23,32,2563.0,7.02,11,5,7.0,141,33,15,0
Ondrej Duda,2019,Slovakia,MF,24,17,585.5,6.709688766117061,0,1,1.0,42,15,11,0
Ondrej Duda,2020,Slovakia,FW,25,32,2537.0,7.1000000000000005,7,5,6.4,126,14,19,0
Ondrej Duda,2021,Slovakia,MF,26,31,1611.0,6.71,2,0,3.9,83,16,17,0
Ondrej Duda,2022,Slovakia,MF,27,56,875.0,6.615,0,0,3.0,168,44,30,0
Ondrej Duda,2023,Slovakia,MF,28,32,2456.0,7.0600000000000005,1,4,2.2,117,39,26,0
Ondřej Petrák,2018,Czech Republic,MF,26,22,1624.0,6.75,0,0,0.6,44,24,40,0
Onel Hernández,2019,cu CUB,FW,26,26,1384.0,6.5,1,2,2.2,22,19,19,0
Opa Nguette,2017,Senegal,FW,23,17,1022.0,6.45,0,0,3.9,35,22,18,0
Opa Nguette,2019,Senegal,FW,25,26,1826.0,6.86,5,2,2.9,46,28,12,0
Opa Nguette,2020,Senegal,FW,26,16,1132.0,6.64,3,1,3.3,19,8,1,0
Opa Nguette,2021,Senegal,FW,27,26,1048.0,6.61,2,2,2.2,25,14,2,0
Opoku Ampomah,2019,Ghana,FW,23,12,500.0,6.647791999613129,0,0,0.7,12,4,4,0
Orbelín Pineda,2021,Mexico,MF,25,7,99.0,6.646076357479398,0,0,0.5,12,1,0,0
Orel Mangala,2017,Belgium,MF,19,20,779.0,6.629999999999999,0,0,0.3,31,18,18,0
Orel Mangala,2020,Belgium,MF,22,24,2109.0,6.81,1,3,1.2,116,15,26,0
Orel Mangala,2021,Belgium,MF,23,28,1853.0,6.69,1,3,2.1,71,10,12,0
Orel Mangala,2022,Belgium,MF,24,27,1550.0,6.67,1,1,0.6,43,20,23,0
Orel Mangala,2023,Belgium,MF,25,28,980.5,6.71,3,0,1.8,71,16,31,0
Orestis Karnezis,2017,Greece,GK,32,15,1292.0,6.550000000000001,0,0,0.0,0,0,1,0
Orestis Karnezis,2018,Greece,GK,33,9,810.0,6.6943620063938925,0,0,0.0,0,0,0,20
Oriol Busquets,2021,Spain,MF,22,9,201.0,6.648581334786654,0,0,0.1,10,3,1,0
Oriol Rey,2020,Spain,MF,22,1,15.0,6.643738513324576,0,0,0.0,3,0,1,0
Oriol Romeu,2017,Spain,MF,25,34,2897.0,6.91,1,0,2.6,201,64,69,0
Oriol Romeu,2018,Spain,MF,26,31,2136.0,6.75,1,0,0.9,147,46,52,0
Oriol Romeu,2019,Spain,MF,27,30,1860.0,6.73,0,0,0.2,110,35,34,0
Oriol Romeu,2020,Spain,MF,28,21,1763.0,7.0,1,1,0.5,91,35,30,0
Oriol Romeu,2021,Spain,MF,29,36,2889.0,6.99,2,2,1.4,156,39,51,0
Oriol Romeu,2022,Spain,MF,30,34,1512.0,6.890000000000001,2,0,1.6,137,38,38,0
Oriol Romeu,2023,Spain,MF,31,28,936.0,6.84,0,1,0.7,66,20,10,0
Oscar Bobb,2023,Norway,FW,20,14,302.0,7.120000000000001,1,1,1.4,25,3,5,0
Oscar Cortés,2023,Colombia,FW,19,4,44.0,6.688964648757147,1,1,0.5,2,0,0,0
Oscar Estupiñan,2023,Colombia,FW,26,6,260.0,6.629000792164904,0,0,0.5,2,4,0,0
Oscar Fraulo,2022,Denmark,FW,18,2,8.0,6.637664151011675,0,0,0.0,0,0,0,0
Oscar Hiljemark,2017,Sweden,MF,25,15,1279.0,6.950000000000001,0,3,1.1,73,8,9,0
Oscar Hiljemark,2018,Sweden,MF,26,17,1196.0,6.72,1,0,1.0,49,9,13,0
Oscar Ureña,2022,Dominican Republic,MF,19,3,100.0,6.635986156747928,0,0,0.2,1,2,1,0
Oscar Vilhelmsson,2023,Sweden,FW,19,26,1374.0,6.74,4,1,4.1,7,6,3,0
Oscar Wendt,2017,Sweden,DF,31,28,2457.0,6.86,1,1,1.6,91,40,27,0
Oscar Wendt,2018,Sweden,DF,32,32,2731.0,6.8,1,1,0.5,151,34,19,0
Oscar Wendt,2019,Sweden,DF,33,25,1680.0,6.76,2,2,1.2,62,14,20,0
Oscar Wendt,2020,Sweden,DF,34,22,1254.0,6.549999999999999,1,1,1.0,47,6,14,0
Oskar Buur,2020,Denmark,DF,22,1,22.0,6.637664151011675,0,0,0.0,0,0,0,0
Osman Bukari,2021,Ghana,FW,22,24,1012.0,6.6,2,4,1.4,20,8,8,0
Oswaldo Vizcarrondo,2017,Venezuela,DF,33,20,1715.0,6.74,0,0,0.6,42,15,20,0
Othmane Maamma,2023,Morocco,FW,17,2,88.0,6.6648188872835314,1,0,0.3,2,3,0,0
Otávio,2017,Brazil,MF,23,21,1484.0,6.93,0,0,0.3,79,42,32,0
Otávio,2018,Brazil,MF,24,33,2875.0,6.86,0,2,0.8,151,74,43,0
Otávio,2019,Brazil,MF,25,25,2211.0,7.03,2,3,0.8,84,45,41,0
Otávio,2020,Brazil,MF,26,18,1559.0,6.920000000000001,1,0,0.4,53,31,26,0
Otávio,2021,Brazil,MF,27,16,1147.0,6.76,0,0,0.4,49,23,18,0
Oualid El Hajjam,2017,Morocco,DF,26,26,2198.0,6.77,1,1,0.6,63,44,59,0
Oualid El Hajjam,2018,Morocco,DF,27,11,544.0,6.683989468230491,0,0,0.1,25,9,12,0
Oualid El Hajjam,2021,Morocco,DF,30,19,1072.0,6.7,1,1,0.7,22,11,22,0
Oualid El Hajjam,2023,Morocco,DF,32,13,393.0,6.710000000000001,0,0,0.4,16,7,6,0
Oumar Diakité,2023,Ivory Coast,FW,19,28,1585.0,6.74,5,1,7.0,28,12,7,0
Oumar Gonzalez,2022,Cameroon,DF,24,30,2578.0,6.6,0,0,1.0,54,28,52,0
Oumar Niasse,2017,Senegal,FW,27,22,1087.0,6.85,8,2,7.0,17,6,2,0
Oumar Niasse,2018,Senegal,FW,28,18,497.0,6.4799999999999995,0,0,3.9,19,3,2,0
Ouparine Djoco,2021,Guinea-Bissau,GK,23,24,2116.0,6.67,0,0,0.0,0,0,1,65
Ouparine Djoco,2022,Guinea-Bissau,GK,24,1,90.0,6.640499043780786,0,0,0.0,0,0,0,1
Ousmane Camara,2022,Guinea,FW,20,12,272.5,6.671913700256565,0,0,0.30000000000000004,18,7,11,0
Ousmane Dembélé,2017,France,FW,20,17,925.0,6.92,3,6,2.1,55,7,5,0
Ousmane Dembélé,2018,France,FW,21,29,1661.0,7.240000000000001,8,5,3.8,80,15,5,0
Ousmane Dembélé,2019,France,FW,22,5,357.0,6.675417997170669,1,0,1.3,19,2,0,0
Ousmane Dembélé,2020,France,FW,23,30,1774.0,7.040000000000001,6,3,5.6,87,9,9,0
Ousmane Dembélé,2021,France,FW,24,21,1409.0,7.53,1,13,2.6,70,16,8,0
Ousmane Dembélé,2022,France,FW,25,25,1410.0,7.18,5,7,3.9,74,12,0,0
Ousmane Dembélé,2023,France,MF,26,26,1506.0,7.380000000000001,3,8,4.4,133,14,5,0
Oussama El Azzouzi,2023,Morocco,MF,22,18,547.0,6.77,2,2,0.5,19,7,6,0
Oussama Haddadi,2017,Tunisia,DF,25,33,2503.0,6.549999999999999,1,1,0.5,93,29,43,0
Oussama Haddadi,2018,Tunisia,DF,26,32,2674.0,6.759999999999999,2,2,0.6,102,25,45,0
Oussama Idrissi,2020,Morocco,FW,24,3,27.0,6.634344250962104,0,0,0.4,1,1,1,0
Oussama Idrissi,2021,Morocco,MF,25,17,514.5,6.85,1,1,2.1,40,4,4,0
Oussama Tannane,2017,Morocco,FW,23,16,390.0,6.670442881950917,0,1,1.7000000000000002,28,19,8,0
Oussama Targhalline,2023,Morocco,MF,21,14,1025.0,6.83,0,0,0.2,70,11,20,0
Owen Otasowie,2020,United States,MF,19,6,187.0,6.658677259679471,0,1,0.5,3,5,3,0
Ozan Kabak,2018,Turkey,DF,18,15,1350.0,6.89,3,0,1.3,44,19,23,0
Ozan Kabak,2019,Turkey,DF,19,26,1777.0,7.030000000000001,3,1,1.8,62,23,37,0
Ozan Kabak,2020,Turkey,DF,20,23,1022.0,6.53,0,0,1.1,74,19,25,0
Ozan Kabak,2021,Turkey,DF,21,11,922.0,6.686713315493371,0,0,0.3,20,5,16,0
Ozan Kabak,2022,Turkey,DF,22,30,2388.0,6.89,2,2,1.3,76,34,45,0
Ozan Kabak,2023,Turkey,DF,23,28,2282.0,6.96,4,0,2.2,110,35,46,0
Ozan Tufan,2021,Turkey,MF,26,7,334.0,6.652978264501416,0,0,0.6,16,2,2,0
Pablo,2017,Brazil,DF,26,15,1291.0,7.090000000000001,0,3,0.6,22,15,16,0
Pablo,2018,Brazil,DF,27,25,1936.0,6.87,1,1,1.2,25,15,32,0
Pablo,2019,Brazil,DF,28,25,2173.0,6.97,4,0,1.9,58,15,40,0
Pablo,2020,Brazil,DF,29,13,1076.0,6.99,1,0,1.1,12,11,25,0
Pablo Barrios,2022,Spain,MF,19,21,724.0,6.64,0,1,0.5,51,10,9,0
Pablo Barrios,2023,Spain,MF,20,24,1555.0,6.99,0,1,0.9,98,25,28,0
Pablo Busto,2023,Spain,DF,17,2,44.0,6.639874177307023,0,0,0.0,1,1,1,0
Pablo Chavarría,2018,Argentina,FW,30,30,1973.0,6.76,5,3,5.8,27,12,4,0
Pablo Chavarría,2019,Argentina,FW,31,13,209.0,6.57,0,0,0.8,3,1,1,0
Pablo Durán,2022,Spain,MF,21,4,36.0,6.639626595378199,0,0,0.0,0,0,1,0
Pablo Fornals,2017,Spain,MF,21,35,2620.0,7.0,3,12,2.8,171,33,22,0
Pablo Fornals,2018,Spain,MF,22,35,2479.0,6.83,2,3,3.7,174,26,24,0
Pablo Fornals,2019,Spain,MF,23,36,2172.0,6.68,2,5,2.3,91,28,25,0
Pablo Fornals,2020,Spain,FW,24,33,2572.0,6.829999999999999,5,4,6.0,134,26,36,0
Pablo Fornals,2021,Spain,FW,25,36,2795.0,6.940000000000001,6,3,4.6,191,28,27,0
Pablo Fornals,2022,Spain,FW,26,32,1503.0,6.78,3,1,2.2,89,15,14,0
Pablo Fornals,2023,Spain,MF,27,60,787.0,6.945,6,4,4.2,236,44,56,0
Pablo Gozalbez,2023,Spain,MF,22,5,103.0,6.639626595378199,0,0,0.0,0,0,1,0
Pablo Hernández,2017,Chile,MF,30,30,1819.0,6.91,3,2,1.9,152,33,40,0
Pablo Hernández,2020,Spain,MF,35,16,427.0,6.75,0,2,1.1,70,3,0,0
Pablo Hervías,2018,Spain,MF,25,6,170.0,6.666725128933635,0,1,0.2,4,1,2,0
Pablo Hervías,2019,Spain,MF,26,25,1017.0,6.74,1,0,0.7,13,20,5,0
Pablo Hervías,2020,Spain,DF,27,27,1204.0,6.81,0,5,0.5,53,12,11,0
Pablo Ibáñez,2022,Spain,MF,23,25,1064.0,6.58,0,1,1.3,59,13,8,0
Pablo Ibáñez,2023,Spain,MF,24,33,1152.0,6.68,1,2,2.3,67,9,9,0
Pablo Insua,2018,Spain,DF,24,10,776.0,6.669160017689267,0,0,0.1,15,10,12,0
